,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,Color,AgeOutcomeDays
17108,A709075,2015-08-15,Euthanasia,Cat,Intact Male,Blueish,14
17109,A678434,2014-09-17,Transfer,Dog,Intact Female,Blueish,730
17110,A677291,2014-04-23,Transfer,Dog,Intact Female,Brownish,60
17111,A683161,2014-07-11,Adoption,Cat,Neutered Male,Blueish,60
17112,A684188,2014-07-24,Return_to_owner,Cat,Spayed Female,Other,730
17113,A671128,2014-02-10,Transfer,Dog,Spayed Female,Whitish,2555
17114,A707145,2015-07-10,Transfer,Dog,Intact Female,Brownish,365
17115,A693250,2014-12-05,Return_to_owner,Dog,Intact Male,Other,270
17116,A705932,2015-06-26,Transfer,Dog,Intact Male,Brownish,1095
17117,A695963,2015-02-25,Adoption,Dog,Neutered Male,Other,30
17118,A575180,2015-06-18,Return_to_owner,Dog,Neutered Male,Whitish,1460
17119,A706404,2015-07-02,Adoption,Dog,Intact Female,Blackish,730
17120,A687608,2014-09-07,Euthanasia,Cat,Intact Female,Other,30
17121,A694707,2015-01-12,Adoption,Dog,Spayed Female,Brownish,1095
17122,A686747,2014-08-26,Transfer,Cat,Intact Male,Orangeish,14
17123,A710648,2015-09-01,Transfer,Cat,Spayed Female,Blackish,365
17124,A683073,2014-07-06,Transfer,Cat,Intact Female,Whitish,1825
17125,A709278,2015-08-17,Adoption,Cat,Neutered Male,Orangeish,90
17126,A691861,2014-11-11,Euthanasia,Dog,Intact Female,Blackish,1095
17127,A711203,2015-09-04,Return_to_owner,Dog,Intact Female,Brownish,365
17128,A682020,2014-07-07,Euthanasia,Dog,Intact Male,Blueish,730
17129,A717497,2016-01-18,Transfer,Dog,Spayed Female,Other,1825
17130,A666611,2013-11-04,Euthanasia,Cat,Intact Male,Brownish,4380
17131,A715125,2015-11-03,Return_to_owner,Dog,Neutered Male,Brownish,730
17132,A720626,2016-02-14,Return_to_owner,Dog,Neutered Male,Brownish,1825
17133,A686924,2014-09-03,Transfer,Dog,Intact Female,Other,150
17134,A696325,2015-02-06,Adoption,Dog,Neutered Male,Other,2190
17135,A682561,2014-08-28,Adoption,Dog,Neutered Male,Brownish,120
17136,A664368,2013-10-02,Return_to_owner,Dog,Intact Male,Brownish,120
17137,A715037,2015-11-02,Return_to_owner,Dog,Intact Male,Whitish,365
17138,A690079,2014-10-17,Transfer,Cat,Intact Male,Blueish,30
17139,A671747,2014-02-03,Adoption,Dog,Neutered Male,Brownish,180
17140,A474539,2014-12-21,Return_to_owner,Dog,Neutered Male,Other,4015
17141,A675355,2014-03-31,Adoption,Dog,Spayed Female,Brownish,730
17142,A679215,2014-05-17,Transfer,Cat,Intact Female,Brownish,90
17143,A666121,2013-11-01,Return_to_owner,Dog,Neutered Male,Blueish,365
17144,A688437,2014-09-19,Euthanasia,Dog,Neutered Male,Brownish,5110
17145,A707770,2015-07-24,Adoption,Dog,Neutered Male,Brownish,1825
17146,A669151,2013-12-19,Transfer,Dog,Intact Male,Blackish,30
17147,A703395,2015-05-28,Transfer,Dog,Intact Female,Brownish,180
17148,A685144,2014-08-03,Return_to_owner,Dog,Spayed Female,Other,1095
17149,A638828,2014-08-08,Adoption,Dog,Neutered Male,Brownish,4745
17150,A696411,2015-02-11,Adoption,Cat,Intact Female,Other,60
17151,A641486,2013-12-22,Adoption,Dog,Spayed Female,Blackish,730
17152,A717390,2015-12-11,Adoption,Cat,Spayed Female,Blueish,3650
17153,A673079,2014-03-05,Adoption,Dog,Spayed Female,Other,365
17154,A685076,2014-09-17,Adoption,Cat,Neutered Male,Orangeish,60
17155,A667434,2013-12-01,Adoption,Dog,Spayed Female,Other,730
17156,A669470,2013-12-30,Transfer,Dog,Neutered Male,Brownish,330
17157,A711535,2015-09-25,Adoption,Dog,Spayed Female,Other,365
17158,A693505,2014-12-16,Transfer,Dog,Spayed Female,Blackish,210
17159,A694015,2014-12-26,Transfer,Cat,Spayed Female,Other,365
17160,A677565,2014-04-26,Return_to_owner,Dog,Neutered Male,Whitish,6205
17161,A664267,2013-10-08,Return_to_owner,Dog,Intact Female,Whitish,120
17162,A704440,2015-06-16,Return_to_owner,Dog,Spayed Female,Blackish,2920
17163,A704588,2015-06-09,Adoption,Cat,Spayed Female,Whitish,60
17164,A712501,2015-09-25,Transfer,Cat,Intact Female,Orangeish,180
17165,A715896,2015-11-12,Return_to_owner,Dog,Neutered Male,Blackish,1095
17166,A672766,2014-02-18,Transfer,Cat,Intact Female,Other,300
17167,A698127,2015-03-17,Adoption,Dog,Neutered Male,Other,1825
17168,A683327,2014-07-22,Transfer,Cat,Neutered Male,Blueish,1095
17169,A704474,2015-06-11,Adoption,Cat,Neutered Male,Blackish,60
17170,A707779,2016-01-15,Adoption,Dog,Spayed Female,Other,365
17171,A697079,2015-03-03,Return_to_owner,Dog,Intact Male,Blackish,730
17172,A708845,2015-08-03,Return_to_owner,Cat,Neutered Male,Blackish,2555
17173,A703621,2015-05-28,Transfer,Cat,Spayed Female,Brownish,1825
17174,A680185,2014-06-13,Adoption,Cat,Neutered Male,Brownish,365
17175,A499156,2015-11-06,Transfer,Dog,Spayed Female,Brownish,2920
17176,A664224,2013-10-02,Adoption,Dog,Neutered Male,Other,365
17177,A711656,2015-09-13,Adoption,Dog,Neutered Male,Other,60
17178,A704547,2015-07-06,Transfer,Dog,Intact Female,Brownish,30
17179,A687333,2014-09-06,Transfer,Cat,Intact Male,Blackish,90
17180,A670032,2014-01-01,Return_to_owner,Dog,Intact Female,Blueish,2190
17181,A718651,2016-01-15,Adoption,Dog,Neutered Male,Brownish,365
17182,A702675,2015-05-24,Adoption,Dog,Spayed Female,Other,60
17183,A691709,2014-11-25,Transfer,Cat,Spayed Female,Brownish,90
17184,A688775,2014-09-27,Adoption,Dog,Spayed Female,Blackish,1825
17185,A440082,2014-04-26,Return_to_owner,Dog,Neutered Male,Brownish,4380
17186,A705194,2015-06-18,Adoption,Cat,Intact Male,Blueish,60
17187,A700012,2015-04-06,Transfer,Cat,Intact Male,Blueish,21
17188,A692122,2014-11-14,Euthanasia,Dog,Unknown,Brownish,28
17189,A681088,2014-08-19,Transfer,Dog,Intact Female,Brownish,1460
17190,A690933,2014-11-03,Adoption,Dog,Spayed Female,Whitish,180
17191,A666358,2013-11-10,Adoption,Cat,Spayed Female,Brownish,365
17192,A670349,2014-01-10,Transfer,Dog,Spayed Female,Blueish,730
17193,A674463,2014-03-13,Transfer,Dog,Intact Female,Other,5
17194,A663201,2013-10-01,Transfer,Dog,Neutered Male,Brownish,730
17195,A686584,2014-09-03,Return_to_owner,Dog,Spayed Female,Whitish,2555
17196,A363653,2014-11-18,Return_to_owner,Dog,Neutered Male,Blueish,3650
17197,A710169,2015-12-10,Adoption,Cat,Neutered Male,Brownish,120
17198,A632902,2015-07-07,Adoption,Dog,Neutered Male,Other,1825
17199,A672277,2014-02-08,Transfer,Cat,Intact Male,Orangeish,365
17200,A664299,2013-10-05,Transfer,Dog,Intact Male,Whitish,60
17201,A664172,2013-10-03,Return_to_owner,Cat,Neutered Male,Brownish,5475
17202,A695619,2015-01-24,Return_to_owner,Dog,Neutered Male,Brownish,730
17203,A702916,2015-05-21,Adoption,Dog,Spayed Female,Other,60
17204,A697903,2015-03-04,Transfer,Cat,Unknown,Other,90
17205,A692422,2014-11-24,Transfer,Dog,Neutered Male,Blackish,3650
17206,A691609,2015-02-28,Transfer,Cat,Spayed Female,Other,270
17207,A699759,2015-05-12,Adoption,Dog,Neutered Male,Blackish,1460
17208,A134067,2013-11-16,Return_to_owner,Dog,Neutered Male,Brownish,5840
17209,A720078,2016-02-15,Transfer,Dog,Intact Female,Blackish,1825
17210,A704373,2015-06-14,Return_to_owner,Dog,Spayed Female,Whitish,4015
17211,A713455,2015-10-15,Adoption,Cat,Intact Male,Blackish,30
17212,A675625,2014-04-05,Adoption,Dog,Spayed Female,Other,730
17213,A708670,2015-08-03,Adoption,Dog,Spayed Female,Blueish,60
17214,A680374,2014-06-09,Transfer,Dog,Neutered Male,Other,365
17215,A680363,2014-06-11,Transfer,Dog,Intact Female,Other,1825
17216,A709353,2016-01-13,Adoption,Cat,Spayed Female,Brownish,2920
17217,A680565,2014-06-05,Adoption,Dog,Spayed Female,Other,240
17218,A674118,2014-03-11,Transfer,Dog,Intact Male,Other,120
17219,A666591,2014-02-19,Adoption,Cat,Spayed Female,Blueish,120
17220,A712392,2016-01-22,Adoption,Cat,Spayed Female,Blueish,120
17221,A702090,2015-06-16,Adoption,Cat,Spayed Female,Orangeish,60
17222,A676234,2014-04-10,Euthanasia,Dog,Intact Female,Brownish,1095
17223,A682651,2014-07-10,Return_to_owner,Dog,Neutered Male,Brownish,730
17224,A667990,2014-01-27,Adoption,Dog,Spayed Female,Blackish,730
17225,A705454,2015-06-21,Adoption,Dog,Neutered Male,Brownish,60
17226,A711985,2015-09-14,Euthanasia,Dog,Intact Male,Blueish,120
17227,A680871,2014-08-21,Transfer,Cat,Neutered Male,Orangeish,90
17228,A676341,2014-06-05,Adoption,Cat,Neutered Male,Brownish,60
17229,A714347,2015-11-27,Adoption,Dog,Neutered Male,Other,150
17230,A665621,2013-12-01,Adoption,Dog,Neutered Male,Blackish,1825
17231,A691580,2014-11-06,Euthanasia,Cat,Intact Female,Other,30
17232,A691203,2014-11-04,Adoption,Cat,Spayed Female,Whitish,60
17233,A689083,2014-10-03,Adoption,Dog,Neutered Male,Blackish,365
17234,A715611,2015-11-11,Return_to_owner,Dog,Spayed Female,Blackish,365
17235,A716374,2015-12-21,Adoption,Dog,Neutered Male,Other,60
17236,A686951,2014-10-25,Adoption,Cat,Spayed Female,Brownish,730
17237,A697014,2015-02-25,Adoption,Dog,Neutered Male,Brownish,365
17238,A710743,2015-08-31,Transfer,Cat,Neutered Male,Whitish,2190
17239,A684833,2014-09-18,Transfer,Cat,Neutered Male,Blueish,730
17240,A694571,2015-01-05,Transfer,Dog,Neutered Male,Brownish,365
17241,A707248,2015-07-11,Transfer,Cat,Intact Female,Blackish,60
17242,A689568,2014-10-07,Transfer,Cat,Spayed Female,Brownish,1095
17243,A625274,2014-12-18,Adoption,Dog,Spayed Female,Whitish,1460
17244,A714891,2015-10-30,Transfer,Cat,Unknown,Blackish,180
17245,A687923,2014-09-30,Adoption,Cat,Neutered Male,Blueish,365
17246,A695821,2015-02-02,Adoption,Dog,Spayed Female,Whitish,30
17247,A663801,2014-07-13,Adoption,Dog,Spayed Female,Whitish,1095
17248,A705362,2015-06-24,Transfer,Dog,Neutered Male,Brownish,365
17249,A712050,2015-09-20,Return_to_owner,Dog,Spayed Female,Whitish,365
17250,A698837,2015-05-21,Adoption,Cat,Intact Female,Other,60
17251,A697573,2015-02-28,Return_to_owner,Dog,Neutered Male,Blackish,365
17252,A706834,2015-07-20,Adoption,Cat,Spayed Female,Brownish,60
17253,A693403,2014-12-26,Transfer,Cat,Neutered Male,Blackish,365
17254,A705643,2015-06-19,Transfer,Cat,Unknown,Blackish,7
17255,A719772,2016-02-01,Adoption,Dog,Spayed Female,Other,730
17256,A684613,2014-07-30,Adoption,Cat,Spayed Female,Whitish,730
17257,A663618,2013-10-20,Transfer,Cat,Neutered Male,Blackish,90
17258,A703310,2015-05-24,Return_to_owner,Dog,Neutered Male,Blackish,730
17259,A696454,2015-02-19,Euthanasia,Dog,Neutered Male,Whitish,4015
17260,A703800,2015-07-06,Adoption,Cat,Spayed Female,Whitish,60
17261,A690067,2014-10-13,Transfer,Cat,Unknown,Whitish,7
17262,A680550,2014-06-10,Transfer,Dog,Intact Male,Whitish,60
17263,A677495,2014-04-28,Return_to_owner,Dog,Neutered Male,Other,1095
17264,A698595,2015-03-15,Transfer,Cat,Unknown,Blackish,730
17265,A705476,2015-06-18,Return_to_owner,Dog,Unknown,Blueish,365
17266,A675956,2014-04-04,Return_to_owner,Dog,Intact Male,Brownish,1460
17267,A699758,2015-04-07,Transfer,Dog,Neutered Male,Brownish,1825
17268,A686765,2014-09-06,Transfer,Dog,Spayed Female,Brownish,240
17269,A693875,2014-12-16,Return_to_owner,Dog,Spayed Female,Whitish,1460
17270,A699888,2015-04-04,Transfer,Dog,Spayed Female,Blackish,1460
17271,A711896,2015-09-14,Transfer,Dog,Spayed Female,Brownish,60
17272,A680096,2014-05-29,Euthanasia,Cat,Unknown,Blackish,28
17273,A696157,2015-02-01,Transfer,Dog,Intact Female,Blackish,60
17274,A685050,2014-08-02,Transfer,Cat,Intact Female,Brownish,90
17275,A676823,2014-04-28,Transfer,Dog,Spayed Female,Blackish,120
17276,A689561,2014-11-06,Adoption,Cat,Spayed Female,Other,60
17277,A694360,2014-12-30,Adoption,Dog,Neutered Male,Whitish,365
17278,A698482,2015-03-13,Transfer,Cat,Intact Female,Other,365
17279,A688260,2014-10-06,Transfer,Dog,Neutered Male,Blackish,730
17280,A684837,2014-08-05,Transfer,Cat,Neutered Male,Brownish,3650
17281,A704951,2015-08-09,Adoption,Cat,Spayed Female,Brownish,60
17282,A667244,2013-11-24,Adoption,Dog,Neutered Male,Blackish,365
17283,A702790,2015-05-18,Return_to_owner,Dog,Intact Male,Blackish,60
17284,A709513,2015-08-11,Transfer,Cat,Intact Female,Blueish,21
17285,A711401,2015-09-08,Adoption,Dog,Spayed Female,Brownish,60
17286,A715638,2015-12-20,Adoption,Cat,Spayed Female,Other,60
17287,A705747,2015-06-27,Adoption,Cat,Neutered Male,Blueish,30
17288,A701421,2015-05-04,Adoption,Cat,Neutered Male,Orangeish,1460
17289,A688832,2014-09-25,Transfer,Cat,Intact Female,Blackish,365
17290,A713677,2015-10-13,Transfer,Dog,Intact Male,Other,730
17291,A713692,2015-11-06,Transfer,Cat,Intact Male,Blackish,60
17292,A696231,2015-02-07,Adoption,Cat,Neutered Male,Blackish,240
17293,A378353,2014-08-02,Euthanasia,Dog,Intact Female,Other,3650
17294,A716264,2015-12-20,Transfer,Dog,Spayed Female,Blackish,2920
17295,A691100,2014-10-30,Transfer,Cat,Intact Male,Blueish,365
17296,A665207,2013-10-15,Transfer,Cat,Intact Female,Other,14
17297,A671627,2014-05-09,Return_to_owner,Dog,Neutered Male,Whitish,1825
17298,A664626,2013-10-07,Transfer,Cat,Intact Female,Other,730
17299,A681562,2014-06-19,Transfer,Cat,Intact Female,Other,30
17300,A692544,2014-11-22,Return_to_owner,Cat,Neutered Male,Orangeish,2555
17301,A664602,2013-10-08,Return_to_owner,Dog,Neutered Male,Blueish,730
17302,A710935,2015-09-03,Euthanasia,Dog,Neutered Male,Brownish,4380
17303,A667593,2013-11-22,Adoption,Dog,Spayed Female,Other,60
17304,A720380,2016-02-14,Adoption,Cat,Spayed Female,Other,5110
17305,A681935,2014-07-13,Adoption,Cat,Spayed Female,Other,60
17306,A679846,2014-06-03,Transfer,Dog,Neutered Male,Blackish,365
17307,A682121,2014-07-27,Adoption,Dog,Spayed Female,Blackish,90
17308,A681498,2014-06-21,Adoption,Dog,Spayed Female,Whitish,730
17309,A680311,2014-08-10,Adoption,Dog,Neutered Male,Brownish,60
17310,A713713,2015-10-14,Died,Dog,Spayed Female,Other,3285
17311,A674181,2014-03-16,Return_to_owner,Dog,Neutered Male,Blackish,730
17312,A718561,2016-01-27,Adoption,Cat,Neutered Male,Brownish,2555
17313,A676241,2014-04-12,Adoption,Dog,Spayed Female,Blackish,60
17314,A681987,2014-08-19,Transfer,Dog,Intact Male,Whitish,30
17315,A706423,2015-06-29,Return_to_owner,Dog,Spayed Female,Other,1095
17316,A685124,2014-08-03,Return_to_owner,Dog,Spayed Female,Other,1825
17317,A673743,2014-12-11,Return_to_owner,Dog,Neutered Male,Brownish,365
17318,A718939,2016-01-15,Adoption,Cat,Spayed Female,Other,210
17319,A672465,2014-02-16,Adoption,Cat,Neutered Male,Blueish,365
17320,A716591,2016-01-04,Transfer,Dog,Intact Male,Brownish,730
17321,A673605,2014-03-01,Transfer,Cat,Intact Female,Blueish,365
17322,A710054,2015-09-02,Adoption,Dog,Spayed Female,Blackish,150
17323,A678677,2014-05-11,Transfer,Dog,Intact Female,Brownish,30
17324,A709607,2015-11-09,Adoption,Cat,Spayed Female,Blackish,120
17325,A710308,2015-08-24,Return_to_owner,Dog,Neutered Male,Whitish,1095
17326,A711273,2015-09-04,Transfer,Cat,Unknown,Blackish,30
17327,A677259,2014-06-08,Return_to_owner,Cat,Neutered Male,Blueish,4745
17328,A705468,2015-06-17,Transfer,Cat,Unknown,Whitish,21
17329,A711734,2015-09-13,Adoption,Cat,Spayed Female,Blueish,150
17330,A691146,2014-12-03,Adoption,Cat,Spayed Female,Other,2920
17331,A717011,2015-12-04,Transfer,Cat,Spayed Female,Brownish,365
17332,A664781,2013-11-01,Adoption,Dog,Neutered Male,Blackish,180
17333,A704033,2015-06-04,Adoption,Cat,Neutered Male,Other,60
17334,A681287,2014-06-26,Transfer,Dog,Spayed Female,Brownish,90
17335,A708029,2015-07-23,Return_to_owner,Dog,Intact Female,Blackish,180
17336,A678861,2014-05-14,Transfer,Cat,Intact Female,Blueish,30
17337,A672998,2014-02-19,Return_to_owner,Dog,Neutered Male,Blackish,1825
17338,A661814,2015-08-13,Adoption,Dog,Neutered Male,Blueish,1460
17339,A700522,2015-04-16,Transfer,Cat,Unknown,Blueish,365
17340,A700305,2015-04-11,Return_to_owner,Dog,Intact Female,Whitish,1825
17341,A668646,2013-12-24,Adoption,Cat,Intact Female,Blackish,60
17342,A700890,2015-06-04,Adoption,Dog,Spayed Female,Whitish,1095
17343,A711470,2015-09-09,Return_to_owner,Dog,Neutered Male,Other,365
17344,A686972,2014-09-07,Return_to_owner,Cat,Spayed Female,Other,60
17345,A669393,2013-12-20,Return_to_owner,Dog,Intact Male,Other,1460
17346,A650104,2013-10-15,Euthanasia,Dog,Intact Female,Blackish,1095
17347,A679464,2014-05-31,Adoption,Dog,Neutered Male,Other,365
17348,A718046,2016-01-05,Transfer,Dog,Neutered Male,Other,3650
17349,A710892,2015-09-02,Adoption,Dog,Neutered Male,Other,730
17350,A696324,2015-09-25,Adoption,Dog,Spayed Female,Blueish,1095
17351,A643842,2014-11-06,Adoption,Cat,Spayed Female,Other,4380
17352,A697363,2015-02-22,Return_to_owner,Dog,Neutered Male,Whitish,1825
17353,A712271,2015-09-23,Transfer,Cat,Intact Female,Other,30
17354,A681027,2014-10-09,Return_to_owner,Dog,Spayed Female,Blackish,1460
17355,A717471,2015-12-13,Adoption,Dog,Neutered Male,Blackish,60
17356,A701882,2015-05-10,Adoption,Cat,Neutered Male,Brownish,365
17357,A685581,2014-08-09,Transfer,Cat,Intact Male,Blackish,21
17358,A686829,2014-08-27,Transfer,Cat,Intact Male,Blackish,21
17359,A706497,2015-07-03,Died,Cat,Unknown,Brownish,5
17360,A682557,2014-06-30,Transfer,Cat,Intact Female,Blueish,30
17361,A696415,2015-02-08,Adoption,Dog,Spayed Female,Whitish,180
17362,A686129,2014-08-30,Adoption,Dog,Neutered Male,Blueish,365
17363,A717435,2015-12-08,Return_to_owner,Dog,Intact Male,Blueish,730
17364,A703990,2015-07-19,Adoption,Cat,Neutered Male,Whitish,90
17365,A692925,2014-12-04,Transfer,Cat,Spayed Female,Blueish,1460
17366,A679963,2014-09-08,Transfer,Cat,Spayed Female,Blackish,120
17367,A704090,2015-08-25,Adoption,Cat,Neutered Male,Blackish,90
17368,A694567,2015-01-02,Transfer,Cat,Intact Female,Blackish,7
17369,A703871,2015-05-29,Transfer,Cat,Intact Male,Orangeish,21
17370,A715053,2015-11-02,Return_to_owner,Dog,Spayed Female,Other,365
17371,A687694,2014-09-21,Transfer,Dog,Neutered Male,Other,365
17372,A684950,2014-08-03,Transfer,Dog,Intact Female,Brownish,60
17373,A611931,2014-02-22,Euthanasia,Dog,Intact Female,Blueish,1460
17374,A698535,2015-03-22,Adoption,Dog,Neutered Male,Blackish,300
17375,A659115,2015-10-17,Return_to_owner,Dog,Spayed Female,Brownish,1460
17376,A665355,2013-10-20,Transfer,Dog,Intact Female,Blackish,120
17377,A662975,2015-10-18,Adoption,Dog,Spayed Female,Brownish,1460
17378,A691211,2015-03-08,Adoption,Cat,Neutered Male,Blackish,3650
17379,A703576,2015-06-29,Return_to_owner,Cat,Neutered Male,Blackish,60
17380,A696580,2015-02-08,Return_to_owner,Dog,Spayed Female,Other,1095
17381,A674299,2014-03-19,Return_to_owner,Dog,Spayed Female,Brownish,1095
17382,A665155,2015-02-26,Return_to_owner,Dog,Neutered Male,Whitish,730
17383,A705277,2015-09-01,Adoption,Cat,Spayed Female,Blueish,90
17384,A695010,2015-01-09,Transfer,Dog,Neutered Male,Whitish,180
17385,A670672,2014-01-12,Return_to_owner,Dog,Spayed Female,Brownish,1460
17386,A649059,2014-02-20,Return_to_owner,Dog,Spayed Female,Blackish,365
17387,A701352,2015-04-29,Return_to_owner,Dog,Neutered Male,Whitish,365
17388,A711209,2015-09-15,Transfer,Cat,Intact Female,Other,180
17389,A703700,2015-06-25,Adoption,Cat,Intact Female,Brownish,5475
17390,A708969,2015-08-11,Adoption,Dog,Spayed Female,Whitish,365
17391,A703889,2015-05-30,Euthanasia,Dog,Intact Male,Whitish,1825
17392,A711430,2015-10-16,Adoption,Dog,Spayed Female,Brownish,1825
17393,A692846,2014-11-30,Transfer,Cat,Neutered Male,Blackish,60
17394,A699338,2015-08-10,Transfer,Dog,Neutered Male,Other,365
17395,A692058,2014-11-18,Transfer,Dog,Neutered Male,Brownish,365
17396,A679175,2014-05-20,Adoption,Cat,Neutered Male,Orangeish,60
17397,A680066,2014-07-26,Adoption,Cat,Neutered Male,Orangeish,1095
17398,A716695,2015-11-27,Adoption,Cat,Neutered Male,Blackish,60
17399,A675365,2014-03-30,Adoption,Dog,Spayed Female,Other,60
17400,A704335,2015-06-03,Transfer,Cat,Intact Male,Orangeish,14
17401,A703111,2015-05-23,Adoption,Dog,Neutered Male,Other,60
17402,A657927,2014-10-24,Adoption,Dog,Neutered Male,Brownish,365
17403,A705170,2015-06-14,Transfer,Cat,Intact Female,Other,28
17404,A670291,2014-01-11,Transfer,Dog,Intact Male,Whitish,365
17405,A684839,2014-07-30,Transfer,Cat,Intact Female,Brownish,365
17406,A693674,2015-01-23,Adoption,Dog,Spayed Female,Brownish,365
17407,A625940,2015-10-01,Euthanasia,Cat,Neutered Male,Blackish,2920
17408,A700173,2015-05-05,Adoption,Dog,Spayed Female,Other,365
17409,A717405,2015-12-15,Transfer,Dog,Spayed Female,Brownish,365
17410,A703492,2015-08-20,Adoption,Cat,Spayed Female,Other,120
17411,A710859,2015-09-04,Transfer,Dog,Spayed Female,Other,120
17412,A709392,2015-08-11,Adoption,Cat,Neutered Male,Orangeish,150
17413,A698268,2015-03-09,Transfer,Cat,Intact Male,Blackish,1095
17414,A671052,2014-01-24,Transfer,Dog,Neutered Male,Brownish,730
17415,A708765,2015-08-30,Adoption,Dog,Neutered Male,Blueish,365
17416,A716497,2015-11-24,Transfer,Cat,Unknown,Other,90
17417,A576316,2014-05-29,Return_to_owner,Dog,Spayed Female,Whitish,1825
17418,A707303,2015-07-19,Adoption,Dog,Neutered Male,Blackish,365
17419,A669569,2013-12-23,Return_to_owner,Dog,Neutered Male,Blackish,730
17420,A667292,2013-11-24,Adoption,Cat,Spayed Female,Other,60
17421,A661152,2013-11-13,Adoption,Dog,Spayed Female,Whitish,1095
17422,A712267,2015-10-27,Transfer,Cat,Neutered Male,Whitish,365
17423,A689373,2015-01-17,Adoption,Cat,Neutered Male,Other,270
17424,A714456,2016-01-02,Adoption,Cat,Neutered Male,Blueish,120
17425,A719534,2016-01-30,Adoption,Dog,Spayed Female,Brownish,365
17426,A684865,2014-08-29,Adoption,Cat,Spayed Female,Other,60
17427,A681307,2014-08-03,Euthanasia,Cat,Spayed Female,Brownish,2190
17428,A711071,2015-09-05,Adoption,Cat,Neutered Male,Brownish,90
17429,A670730,2014-01-16,Transfer,Dog,Intact Male,Other,28
17430,A676128,2014-04-07,Return_to_owner,Dog,Neutered Male,Other,365
17431,A687389,2014-09-07,Adoption,Dog,Neutered Male,Whitish,210
17432,A640511,2014-09-16,Return_to_owner,Dog,Neutered Male,Whitish,1095
17433,A704965,2015-06-11,Transfer,Cat,Unknown,Orangeish,28
17434,A658071,2013-10-13,Adoption,Cat,Spayed Female,Brownish,1095
17435,A673478,2014-02-26,Transfer,Cat,Intact Male,Blackish,730
17436,A665099,2013-10-14,Transfer,Cat,Intact Male,Blackish,120
17437,A715721,2016-02-13,Adoption,Cat,Neutered Male,Blackish,120
17438,A669644,2014-01-03,Return_to_owner,Dog,Intact Male,Brownish,150
17439,A689226,2014-10-01,Return_to_owner,Dog,Intact Male,Brownish,730
17440,A710609,2015-10-11,Adoption,Cat,Spayed Female,Other,60
17441,A704276,2015-06-19,Transfer,Dog,Intact Female,Blueish,730
17442,A698514,2015-03-16,Return_to_owner,Dog,Neutered Male,Blackish,730
17443,A719125,2016-01-15,Return_to_owner,Dog,Spayed Female,Other,365
17444,A664576,2013-10-10,Adoption,Cat,Neutered Male,Orangeish,150
17445,A681928,2014-06-23,Transfer,Cat,Intact Female,Brownish,365
17446,A677599,2014-06-03,Adoption,Cat,Neutered Male,Orangeish,60
17447,A693299,2014-12-09,Adoption,Dog,Spayed Female,Whitish,120
17448,A700690,2015-04-26,Adoption,Dog,Spayed Female,Blackish,180
17449,A670442,2014-01-11,Adoption,Cat,Neutered Male,Brownish,60
17450,A675879,2016-01-30,Adoption,Dog,Spayed Female,Brownish,730
17451,A699614,2015-04-03,Transfer,Dog,Neutered Male,Blackish,120
17452,A680467,2014-06-13,Transfer,Dog,Intact Male,Brownish,2555
17453,A706305,2015-07-06,Transfer,Cat,Intact Female,Orangeish,60
17454,A599639,2015-05-06,Return_to_owner,Dog,Neutered Male,Other,2555
17455,A701947,2016-01-29,Return_to_owner,Dog,Intact Male,Brownish,365
17456,A680902,2014-06-09,Return_to_owner,Dog,Neutered Male,Whitish,3650
17457,A668615,2013-12-17,Adoption,Dog,Neutered Male,Whitish,330
17458,A705744,2015-06-30,Transfer,Cat,Neutered Male,Blueish,60
17459,A711036,2015-12-31,Adoption,Cat,Neutered Male,Blackish,365
17460,A676627,2014-04-27,Adoption,Dog,Neutered Male,Other,730
17461,A695455,2015-02-03,Adoption,Dog,Neutered Male,Whitish,730
17462,A696989,2015-02-27,Return_to_owner,Dog,Neutered Male,Other,1825
17463,A687385,2014-09-06,Transfer,Cat,Intact Female,Other,365
17465,A700340,2015-04-12,Transfer,Cat,Unknown,Brownish,1
17466,A666785,2013-12-20,Adoption,Cat,Spayed Female,Orangeish,60
17467,A710515,2015-09-01,Transfer,Cat,Spayed Female,Other,730
17468,A679233,2014-05-22,Return_to_owner,Dog,Spayed Female,Blackish,330
17469,A690453,2014-10-27,Transfer,Dog,Neutered Male,Blackish,180
17470,A719323,2016-01-19,Return_to_owner,Dog,Neutered Male,Other,730
17471,A662471,2014-05-18,Transfer,Dog,Spayed Female,Whitish,1460
17472,A679841,2014-05-27,Return_to_owner,Dog,Intact Male,Other,1825
17473,A702872,2015-06-20,Adoption,Dog,Spayed Female,Blackish,365
17474,A690437,2014-11-01,Return_to_owner,Dog,Spayed Female,Blackish,1825
17475,A699266,2015-03-25,Died,Dog,Unknown,Brownish,3
17476,A669607,2013-12-26,Adoption,Dog,Spayed Female,Blackish,365
17477,A710387,2015-08-30,Adoption,Cat,Intact Female,Brownish,60
17478,A704870,2015-06-10,Return_to_owner,Dog,Spayed Female,Blackish,2555
17479,A711940,2015-10-15,Adoption,Dog,Neutered Male,Blueish,365
17480,A665274,2013-12-30,Adoption,Dog,Neutered Male,Brownish,365
17481,A694479,2014-12-31,Adoption,Dog,Neutered Male,Other,240
17482,A716834,2015-12-02,Adoption,Cat,Spayed Female,Blueish,90
